Date,Location,Rainfall,Month
29/09/2016,Darwin,0,9
30/09/2016,Darwin,3.6,9
1/10/2016,Darwin,9.8,10
2/10/2016,Darwin,0,10
3/10/2016,Darwin,0,10
4/10/2016,Darwin,13.8,10
5/10/2016,Darwin,2.4,10
6/10/2016,Darwin,0,10
7/10/2016,Darwin,0,10
8/10/2016,Darwin,0,10
9/10/2016,Darwin,5.4,10
10/10/2016,Darwin,0,10
11/10/2016,Darwin,4.6,10
12/10/2016,Darwin,12.2,10
13/10/2016,Darwin,2,10
14/10/2016,Darwin,0,10
15/10/2016,Darwin,0,10
16/10/2016,Darwin,0,10
17/10/2016,Darwin,0,10
18/10/2016,Darwin,0,10
19/10/2016,Darwin,0,10
20/10/2016,Darwin,17.4,10
21/10/2016,Darwin,5.2,10
22/10/2016,Darwin,23.6,10
23/10/2016,Darwin,0.4,10
24/10/2016,Darwin,0,10
25/10/2016,Darwin,0,10
26/10/2016,Darwin,8.2,10
27/10/2016,Darwin,18.2,10
28/10/2016,Darwin,6,10
29/10/2016,Darwin,0.8,10
30/10/2016,Darwin,0.8,10
31/10/2016,Darwin,0,10
1/11/2016,Darwin,0,11
2/11/2016,Darwin,2.2,11
3/11/2016,Darwin,0,11
4/11/2016,Darwin,0,11
5/11/2016,Darwin,0,11
6/11/2016,Darwin,25.6,11
7/11/2016,Darwin,2.4,11
8/11/2016,Darwin,0,11
9/11/2016,Darwin,0,11
10/11/2016,Darwin,0,11
11/11/2016,Darwin,0,11
12/11/2016,Darwin,0,11
13/11/2016,Darwin,0,11
14/11/2016,Darwin,0.4,11
15/11/2016,Darwin,0.6,11
16/11/2016,Darwin,0,11
17/11/2016,Darwin,0,11
18/11/2016,Darwin,18.2,11
19/11/2016,Darwin,11.4,11
20/11/2016,Darwin,41,11
21/11/2016,Darwin,0,11
22/11/2016,Darwin,0,11
23/11/2016,Darwin,80.6,11
24/11/2016,Darwin,0.2,11
25/11/2016,Darwin,0,11
26/11/2016,Darwin,2.8,11
27/11/2016,Darwin,0,11
28/11/2016,Darwin,0,11
29/11/2016,Darwin,0.8,11
30/11/2016,Darwin,22,11
1/12/2016,Darwin,0,12
2/12/2016,Darwin,0,12
3/12/2016,Darwin,8.6,12
4/12/2016,Darwin,0,12
5/12/2016,Darwin,0,12
6/12/2016,Darwin,1.2,12
7/12/2016,Darwin,7.4,12
8/12/2016,Darwin,3.8,12
9/12/2016,Darwin,0.4,12
10/12/2016,Darwin,0,12
11/12/2016,Darwin,0,12
12/12/2016,Darwin,0,12
13/12/2016,Darwin,0.4,12
14/12/2016,Darwin,8,12
15/12/2016,Darwin,6.2,12
16/12/2016,Darwin,2.4,12
17/12/2016,Darwin,50.8,12
18/12/2016,Darwin,0.2,12
19/12/2016,Darwin,29.2,12
20/12/2016,Darwin,10.4,12
21/12/2016,Darwin,85,12
22/12/2016,Darwin,24.4,12
23/12/2016,Darwin,37.2,12
24/12/2016,Darwin,0,12
25/12/2016,Darwin,0.6,12
26/12/2016,Darwin,0,12
27/12/2016,Darwin,31.8,12
28/12/2016,Darwin,58.4,12
29/12/2016,Darwin,25.2,12
30/12/2016,Darwin,5.4,12
31/12/2016,Darwin,9.8,12
